cat1,cat2,cat3,brand,sku_size,product_id,producto_estrella
HC,PROFESIONAL,INDUSTRIAL,ROPEX1,5000,20262,0
HC,ROPA LAVADO,Liquido,ROPEX1,3000,20151,0
HC,ROPA LAVADO,Liquido,ROPEX1,3000,20009,1
HC,ROPA LAVADO,Liquido,ROPEX1,800,20015,0
HC,ROPA LAVADO,Polvo,ROPEX1,800,20141,0
HC,ROPA LAVADO,Polvo,ROPEX1,400,20091,0
HC,ROPA LAVADO,Polvo,ROPEX1,800,20067,0
HC,ROPA LAVADO,Polvo,ROPEX1,3000,20028,0
HC,ROPA LAVADO,Polvo,ROPEX1,400,20069,0
HC,ROPA LAVADO,Polvo,ROPEX1,800,20038,0
HC,ROPA LAVADO,Polvo,ROPEX1,5000,20064,0
HC,PROFESIONAL,INDUSTRIAL,ROPEX1,10000,20203,0
HC,ROPA LAVADO,Polvo,ROPEX1,3000,20083,0
HC,ROPA LAVADO,Polvo,ROPEX1,800,20115,0
HC,ROPA LAVADO,Polvo,ROPEX1,800,20066,0
HC,ROPA LAVADO,Polvo,ROPEX1,400,20113,0
HC,ROPA LAVADO,Polvo,ROPEX1,400,20071,0
HC,ROPA LAVADO,Polvo,ROPEX1,3000,20072,0
FOODS,ADEREZOS,Ketchup,MAYOS3,240,20158,0
FOODS,ADEREZOS,Mayonesa,MAYOS3,240,20116,0
FOODS,ADEREZOS,Mayonesa,MAYOS3,475,20084,0
FOODS,ADEREZOS,Mayonesa,MAYOS3,950,20121,0
FOODS,ADEREZOS,Mayonesa,MAYOS3,120,20227,0
FOODS,ADEREZOS,Mostaza,MAYOS3,240,20232,0
FOODS,ADEREZOS,Salsa Golf,MAYOS3,240,20224,0
HC,ROPA LAVADO,Liquido,ROPEX2,3000,20032,1
HC,ROPA LAVADO,Liquido,ROPEX2,800,20089,0
HC,ROPA LAVADO,Liquido,ROPEX2,800,20210,0
HC,ROPA LAVADO,Liquido,ROPEX2,3000,20127,0
HC,ROPA LAVADO,Liquido,ROPEX2,4000,20149,0
HC,ROPA LAVADO,Polvo,ROPEX2,5000,20128,0
HC,ROPA ACONDICIONADOR,Diluido,ROPEX2,4000,20260,0
HC,ROPA ACONDICIONADOR,Diluido,ROPEX2,800,20172,0
FOODS,ADEREZOS,Mayonesa,NATURA,240,20580,0
FOODS,ADEREZOS,Mayonesa,NATURA,500,20547,0
FOODS,ADEREZOS,Ketchup,NATURA,375,21020,0
FOODS,ADEREZOS,Ketchup,NATURA,240,20033,0
FOODS,ADEREZOS,Ketchup,NATURA,500,20095,0
FOODS,ADEREZOS,Ketchup,NATURA,60,20119,0
FOODS,ADEREZOS,Ketchup,NATURA,400,20242,0
FOODS,ADEREZOS,Ketchup,NATURA,250,20728,0
FOODS,ADEREZOS,Ketchup,NATURA,375,20806,0
FOODS,ADEREZOS,Mayonesa,NATURA,250,20440,0
FOODS,ADEREZOS,Mayonesa,NATURA,240,20554,0
FOODS,ADEREZOS,Mayonesa,NATURA,500,20494,0
FOODS,ADEREZOS,Mayonesa,NATURA,500,20645,0
FOODS,ADEREZOS,Mayonesa,NATURA,350,20683,0
FOODS,ADEREZOS,Mayonesa,NATURA,240,20108,0
FOODS,ADEREZOS,Mayonesa,NATURA,475,20046,0
FOODS,ADEREZOS,Mayonesa,NATURA,950,20118,0
FOODS,ADEREZOS,Mayonesa,NATURA,120,20384,0
FOODS,ADEREZOS,Mayonesa,NATURA,330,20454,0
FOODS,ADEREZOS,Mayonesa,NATURA,240,20396,0
FOODS,ADEREZOS,Mayonesa,NATURA,475,20399,0
FOODS,ADEREZOS,Mayonesa,NATURA,230,20459,0
FOODS,ADEREZOS,Mayonesa,NATURA,500,20522,0
FOODS,ADEREZOS,Mayonesa,NATURA,240,20004,1
FOODS,ADEREZOS,Mayonesa,NATURA,475,20003,1
FOODS,ADEREZOS,Mayonesa,NATURA,950,20019,0
FOODS,ADEREZOS,Mayonesa,NATURA,475,20501,0
FOODS,ADEREZOS,Mayonesa,NATURA,330,20394,0
FOODS,ADEREZOS,Mayonesa,NATURA,120,20005,1
FOODS,ADEREZOS,Mayonesa,NATURA,330,20379,0
FOODS,ADEREZOS,Mayonesa,NATURA,250,20264,0
FOODS,ADEREZOS,Mayonesa,NATURA,475,20207,0
FOODS,ADEREZOS,Mayonesa,NATURA,1000,20322,0
FOODS,ADEREZOS,Mayonesa,NATURA,120,20796,0
FOODS,ADEREZOS,Aji Picante,NATURA,240,20609,0
FOODS,ADEREZOS,Barbacoa,NATURA,500,20503,0
FOODS,ADEREZOS,Barbacoa,NATURA,400,20325,0
FOODS,ADEREZOS,Chimichurri,NATURA,350,20797,0
FOODS,ADEREZOS,Barbacoa,NATURA,250,20266,0
FOODS,ADEREZOS,Salsa Golf,NATURA,125,20289,0
FOODS,ADEREZOS,Salsa Golf,NATURA,240,20146,0
FOODS,ADEREZOS,Salsa Golf,NATURA,350,20512,0
PC,DEOS,Aero,DEOS2,100,20583,0
PC,DEOS,Aero,DEOS2,100,20725,0
PC,DEOS,Aero,DEOS2,100,21089,0
PC,DEOS,Aero,DEOS2,110,21111,0
PC,DEOS,Aero,DEOS2,60,21193,0
PC,DEOS,Aero,DEOS2,60,20840,0
PC,DEOS,Aero,DEOS2,60,20654,0
PC,DEOS,Aero,DEOS2,60,21114,0
PC,DEOS,Aero,DEOS2,60,21023,0
PC,DEOS,Aero,DEOS2,60,21119,0
PC,DEOS,Aero,DEOS2,60,20849,0
PC,DEOS,Aero,DEOS2,60,20838,0
PC,DEOS,Aero,DEOS2,60,20983,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,20778,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,21215,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,20617,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,20800,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,21081,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,6,20555,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,2,20647,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,12,20271,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,12,20567,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,6,20249,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,2,20278,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,12,20090,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,20781,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,12,20974,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,5,20846,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,12,21005,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,12,20323,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,6,20152,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,2,20192,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI,12,20037,0
FOODS,SOPAS Y CALDOS,Pure de Tomate,MAGGI,500,20052,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,20828,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,20925,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,21091,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,21172,0
FOODS,SOPAS Y CALDOS,Pure de Papas,MAGGI,125,20079,0
FOODS,SOPAS Y CALDOS,Pure de Papas,MAGGI,200,20228,0
FOODS,SOPAS Y CALDOS,Pure de Papas,MAGGI,125,20216,0
FOODS,SOPAS Y CALDOS,Pure de Papas,MAGGI,125,20409,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,20936,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,21160,0
FOODS,SOPAS Y CALDOS,Baking Bags,MAGGI,15,20843,0
FOODS,SOPAS Y CALDOS,Baking Bags,MAGGI,15,20759,0
FOODS,SOPAS Y CALDOS,Baking Bags,MAGGI,15,21100,0
FOODS,SOPAS Y CALDOS,Baking Bags,MAGGI,15,20715,0
FOODS,SOPAS Y CALDOS,Baking Bags,MAGGI,15,20863,0
FOODS,SOPAS Y CALDOS,Baking Bags,MAGGI,15,20614,0
FOODS,SOPAS Y CALDOS,Baking Bags,MAGGI,15,21143,0
FOODS,SOPAS Y CALDOS,Baking Bags,MAGGI,15,20664,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,4,21152,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,4,21038,0
FOODS,SOPAS Y CALDOS,Salsas Dry,MAGGI,10,21088,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,10,20730,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,10,20721,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,10,20860,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,10,20641,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,10,21045,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,10,20660,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,10,21287,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,12,21242,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,20947,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,12,21247,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,4,21024,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,12,21239,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,12,21234,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,20970,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,4,21016,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,12,21237,0
FOODS,SOPAS Y CALDOS,Sazonadores,MAGGI,4,20847,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,12,21220,0
FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,20812,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20398,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20813,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20729,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20670,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20868,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,21015,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,21030,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,21046,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20429,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,21113,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,21182,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20416,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,21122,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20601,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20586,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20685,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20422,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20449,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20675,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,500,20987,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,500,20907,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,21067,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20665,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20984,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20991,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20678,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20636,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20561,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20663,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20765,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20773,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20597,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20428,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20418,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20490,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,20509,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20234,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20350,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,21064,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,21099,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,5,21075,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20265,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20302,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,20305,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,350,20136,0
FOODS,SOPAS Y CALDOS,Salsas Dry,MAGGI,10,20948,0
FOODS,SOPAS Y CALDOS,Salsas Dry,MAGGI,10,21032,0
FOODS,SOPAS Y CALDOS,Salsas Dry,MAGGI,10,21151,0
FOODS,SOPAS Y CALDOS,Salsas Dry,MAGGI,10,21131,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,350,20105,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,350,20194,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,200,20435,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,350,20048,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,200,20173,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,350,20077,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,350,20360,0
FOODS,SOPAS Y CALDOS,Salsas Wet,MAGGI,350,20169,0
FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,20852,0
FOODS,SOPAS Y CALDOS,Sopas,MAGGI,10,21120,0
HC,PROFESIONAL,ACONDICIONADOR,FRANCIA,5000,21018,0
HC,PROFESIONAL,JABON LIQUIDO,FRANCIA,5000,20993,0
HC,PROFESIONAL,JABON LIQUIDO,FRANCIA,5000,20764,0
HC,PROFESIONAL,SHAMPOO,FRANCIA,5000,20992,0
PC,PIEL2,LIQUIDOS,ESPADOL,225,21049,0
PC,PIEL2,LIQUIDOS,ESPADOL,220,20821,0
PC,PIEL2,LIQUIDOS,ESPADOL,220,20702,0
PC,PIEL2,BARRAS,ESPADOL,375,20804,0
PC,PIEL2,BARRAS,ESPADOL,125,20676,0
PC,PIEL2,BARRAS,ESPADOL,375,20568,0
PC,PIEL2,BARRAS,ESPADOL,125,20825,0
PC,PIEL2,BARRAS,ESPADOL,125,20644,0
PC,PIEL2,BARRAS,ESPADOL,375,20517,0
PC,PIEL2,PACKS,ESPADOL,270,21147,0
PC,PIEL2,PACKS,ESPADOL,270,21173,0
PC,PIEL2,LIQUIDOS,ESPADOL,250,20994,0
PC,PIEL2,BARRAS,ESPADOL,125,20944,0
PC,PIEL2,BARRAS,ESPADOL,375,20905,0
FOODS,TE,Frutas,TWININGS,20,21271,0
FOODS,TE,Hierbas,TWININGS,20,21218,0
FOODS,TE,Especial,TWININGS,10,21257,0
FOODS,TE,Especial,TWININGS,20,21181,0
FOODS,TE,Especial,TWININGS,10,21255,0
FOODS,TE,Especial,TWININGS,20,21170,0
FOODS,TE,Hierbas,TWININGS,20,21202,0
FOODS,TE,Frutas,TWININGS,20,21264,0
FOODS,TE,Verde,TWININGS,20,21192,0
FOODS,TE,Azul,TWININGS,20,20982,0
FOODS,TE,Azul,TWININGS,10,21161,0
FOODS,TE,Verde,TWININGS,20,21222,0
FOODS,TE,Azul,TWININGS,225,21185,0
HC,HOGAR,Repelente,OFF,165,20741,0
HC,HOGAR,Repelente,OFF,165,20657,0
PC,CABELLO,Styling,GOMINA,150,20231,0
PC,CABELLO,Styling,GOMINA,280,20317,0
PC,CABELLO,Styling,GOMINA,150,20624,0
PC,PIEL2,LIQUIDOS,JABON1,250,21047,0
PC,PIEL2,LIQUIDOS,JABON1,250,21041,0
PC,PIEL2,LIQUIDOS,JABON1,250,21056,0
PC,PIEL2,LIQUIDOS,JABON1,250,21022,0
PC,PIEL2,BARRAS,JABON1,125,20391,0
PC,PIEL2,BARRAS,JABON1,375,20392,0
PC,PIEL2,BARRAS,JABON1,125,20369,0
PC,PIEL2,BARRAS,JABON1,375,20245,0
PC,PIEL2,BARRAS,JABON1,125,20258,0
PC,PIEL2,BARRAS,JABON1,375,20318,0
PC,PIEL2,BARRAS,JABON1,125,20339,0
PC,PIEL2,LIQUIDOS,JABON1,250,21029,0
PC,PIEL2,LIQUIDOS,JABON1,250,21019,0
PC,PIEL2,LIQUIDOS,JABON1,250,20988,0
PC,PIEL2,BARRAS,JABON1,375,20550,0
PC,PIEL2,BARRAS,JABON1,125,20581,0
PC,PIEL2,BARRAS,JABON1,375,20274,0
PC,PIEL2,BARRAS,JABON1,125,20294,0
PC,PIEL2,BARRAS,JABON1,375,20331,0
PC,PIEL2,BARRAS,JABON1,125,20347,0
HC,PROFESIONAL,Jabon Hotel,JABON1,15,20928,0
FOODS,OTROS,Almidon,HARINAMA,500,20086,0
FOODS,OTROS,Almidon,HARINAMA,215,20096,0
FOODS,OTROS,Granolas,HARINAMA,35,21188,0
FOODS,OTROS,Granolas,HARINAMA,270,21043,0
FOODS,OTROS,Granolas,HARINAMA,200,21011,0
FOODS,OTROS,Granolas,HARINAMA,35,21206,0
FOODS,OTROS,Granolas,HARINAMA,270,21031,0
FOODS,OTROS,Granolas,HARINAMA,200,20979,0
FOODS,OTROS,Galletitas,HARINAMA,180,20975,0
FOODS,OTROS,Galletitas,HARINAMA,180,20995,0
FOODS,OTROS,Galletitas,HARINAMA,180,20962,0
FOODS,OTROS,Granolas,HARINAMA,180,21250,0
FOODS,OTROS,Granolas,HARINAMA,250,21258,0
FOODS,OTROS,Granolas,HARINAMA,180,21251,0
FOODS,OTROS,Granolas,HARINAMA,250,21254,0
FOODS,OTROS,Pastas,HARINAMA,400,20940,0
FOODS,OTROS,Pastas,HARINAMA,400,20964,0
FOODS,OTROS,Pastas,HARINAMA,400,20929,0
FOODS,OTROS,Bizcochuelo,HARINAMA,500,20689,0
FOODS,OTROS,Bizcochuelo,HARINAMA,500,20558,0
FOODS,OTROS,Bizcochuelo,HARINAMA,500,20798,0
FOODS,OTROS,Bizcochuelo,HARINAMA,500,20817,0
FOODS,OTROS,Bizcochuelo,HARINAMA,500,20835,0
PC,CABELLO,ACONDICIONADOR,VICHY,250,21261,0
PC,CABELLO,ACONDICIONADOR,VICHY,250,21246,0
PC,CABELLO,ACONDICIONADOR,VICHY,250,21262,0
PC,CABELLO,ACONDICIONADOR,VICHY,250,21256,0
PC,CABELLO,SHAMPOO,VICHY,250,21263,0
PC,CABELLO,SHAMPOO,VICHY,250,21244,0
PC,CABELLO,SHAMPOO,VICHY,250,21259,0
PC,CABELLO,SHAMPOO,VICHY,250,21248,0
PC,DEOS,Aero,DEOS3,150,20533,0
PC,DEOS,Aero,DEOS3,100,20424,0
PC,DEOS,Aero,DEOS3,150,20926,0
PC,DEOS,Aero,DEOS3,150,20667,0
PC,DEOS,Aero,DEOS3,150,20923,0
PC,DEOS,Aero,DEOS3,150,20618,0
PC,DEOS,Aero,DEOS3,100,20484,0
PC,DEOS,Aero,DEOS3,100,20432,0
PC,DEOS,Aero,DEOS3,100,20505,0
PC,DEOS,Aero,DEOS3,50,21190,0
PC,DEOS,Aero,DEOS3,50,21280,0
PC,DEOS,Aero,DEOS3,50,21224,0
PC,DEOS,Aero,DEOS3,50,21200,0
PC,PIEL1,Cara,LANCOME,300,21074,0
PC,PIEL1,Cara,LANCOME,200,21070,0
PC,PIEL1,Cara,LANCOME,200,20865,0
PC,PIEL1,Cuerpo,LANCOME,100,20957,0
PC,PIEL1,Cuerpo,LANCOME,50,21055,0
PC,PIEL1,Cara,LANCOME,100,20882,0
PC,PIEL1,Cara,LANCOME,50,21062,0
PC,PIEL1,Cara,LANCOME,50,21057,0
PC,PIEL1,Cara,LANCOME,100,21149,0
PC,PIEL1,Cara,LANCOME,50,21028,0
PC,PIEL1,Cara,LANCOME,100,20885,0
PC,PIEL1,Cara,LANCOME,100,20937,0
PC,PIEL1,Cara,LANCOME,50,21080,0
PC,PIEL1,Cara,LANCOME,100,20801,0
PC,PIEL1,Cara,LANCOME,50,20976,0
PC,PIEL1,Cara,LANCOME,30,20998,0
PC,PIEL1,Cara,LANCOME,50,21208,0
PC,PIEL1,Cara,LANCOME,220,21163,0
PC,PIEL1,Cara,LANCOME,220,21135,0
PC,PIEL1,Cara,LANCOME,200,20862,0
PC,PIEL1,Cara,LANCOME,200,21116,0
PC,PIEL1,Cara,LANCOME,200,21232,0
PC,PIEL1,Cara,LANCOME,30,21010,0
PC,PIEL1,Cara,LANCOME,30,20939,0
PC,PIEL1,Cara,LANCOME,30,21140,0
PC,PIEL1,Cara,LANCOME,30,21112,0
PC,PIEL2,Alcohol,DEOS1,75,20921,0
PC,DEOS,Aero,DEOS1,55,20935,0
HC,PROFESIONAL,Alcohol en Gel,DEOS1,5000,21017,0
PC,PIEL2,Alcohol en Gel,DEOS1,300,20875,0
PC,PIEL2,Alcohol en Gel,DEOS1,225,21166,0
PC,PIEL2,Alcohol en Gel,DEOS1,225,21134,0
PC,PIEL2,Alcohol en Gel,DEOS1,60,21104,0
PC,PIEL2,Alcohol en Gel,DEOS1,125,20871,0
PC,DEOS,Talco,DEOS1,60,20111,0
PC,DEOS,Aero,DEOS1,90,20272,0
PC,DEOS,Aero,DEOS1,90,20255,0
PC,DEOS,Aero,DEOS1,55,21036,0
PC,DEOS,Aero,DEOS1,55,20999,0
PC,DEOS,Aero,DEOS1,90,20354,0
PC,DEOS,Aero,DEOS1,100,20891,0
PC,DEOS,Talco,DEOS1,90,20646,0
PC,DEOS,Aero,DEOS1,90,20407,0
PC,DEOS,Aero,DEOS1,90,20627,0
PC,DEOS,Aero,DEOS1,90,20276,0
PC,DEOS,Aero,DEOS1,90,20320,0
PC,DEOS,Aero,DEOS1,150,20695,0
PC,DEOS,Aero,DEOS1,55,20965,0
PC,DEOS,Aero,DEOS1,90,20858,0
PC,DEOS,Aero,DEOS1,90,20300,0
PC,DEOS,Aero,DEOS1,90,20296,0
PC,DEOS,Aero,DEOS1,90,20307,0
PC,DEOS,Aero,DEOS1,90,20411,0
PC,DEOS,Talco,DEOS1,90,20382,0
PC,DEOS,Aero,DEOS1,90,20650,0
PC,DEOS,Talco,DEOS1,90,20542,0
PC,DEOS,NoAero,DEOS1,50,20878,0
PC,DEOS,NoAero,DEOS1,50,20986,0
PC,DEOS,NoAero,DEOS1,50,20949,0
PC,DEOS,NoAero,DEOS1,50,20749,0
PC,DEOS,Aero,DEOS1,50,21179,0
PC,DEOS,Aero,DEOS1,50,21092,0
PC,DEOS,NoAero,DEOS1,50,21097,0
PC,DEOS,NoAero,DEOS1,50,20820,0
PC,DEOS,NoAero,DEOS1,50,20735,0
PC,DEOS,NoAero,DEOS1,50,20739,0
PC,DEOS,NoAero,DEOS1,50,20701,0
PC,DEOS,NoAero,DEOS1,50,20600,0
PC,DEOS,NoAero,DEOS1,50,20823,0
PC,DEOS,NoAero,DEOS1,50,20756,0
PC,DEOS,NoAero,DEOS1,50,21014,0
PC,DEOS,NoAero,DEOS1,50,21110,0
PC,DEOS,NoAero,DEOS1,50,20761,0
PC,DEOS,Pies Aero,DEOS1,150,20917,0
PC,DEOS,Pies Talco,DEOS1,100,20402,0
PC,DEOS,Pies NoAero,DEOS1,100,20709,0
PC,DEOS,Pies Talco,DEOS1,100,20120,0
PC,DEOS,Pies Talco,DEOS1,200,20132,0
PC,DEOS,Aero,DEOS1,90,20762,0
PC,PIEL2,Jabon Regular,DEOS1,375,20123,0
PC,PIEL2,Jabon Regular,DEOS1,125,20139,0
PC,PIEL2,Jabon Antibacterial,DEOS1,90,20700,0
PC,PIEL2,Jabon Antibacterial,DEOS1,90,20574,0
PC,PIEL2,Jabon Antibacterial,DEOS1,270,20552,0
PC,PIEL2,Jabon Regular,DEOS1,375,20093,0
PC,PIEL2,Jabon Regular,DEOS1,125,20134,0
PC,PIEL2,Jabon Regular,DEOS1,180,20687,0
PC,PIEL2,Jabon Regular,DEOS1,375,20101,0
PC,PIEL2,Jabon Regular,DEOS1,125,20133,0
PC,PIEL2,Jabon Regular,DEOS1,375,20451,0
PC,PIEL2,Jabon Regular,DEOS1,125,20545,0
PC,PIEL2,Jabon Glicerina,DEOS1,90,20827,0
PC,PIEL2,Jabon Glicerina,DEOS1,270,20774,0
PC,PIEL2,Jabon Glicerina,DEOS1,90,20772,0
PC,PIEL2,Jabon Glicerina,DEOS1,270,20732,0
PC,PIEL2,Jabon Glicerina,DEOS1,90,20674,0
PC,PIEL2,Jabon Glicerina,DEOS1,270,20592,0
PC,PIEL2,Jabon Regular,DEOS1,220,20870,0
PC,PIEL2,Jabon Antibacterial,DEOS1,220,20758,0
PC,PIEL2,Jabon Antibacterial,DEOS1,250,21037,0
PC,PIEL2,Jabon Antibacterial,DEOS1,250,21001,0
PC,PIEL2,Jabon Antibacterial,DEOS1,250,20990,0
PC,PIEL2,Jabon Regular,DEOS1,220,20706,0
PC,PIEL2,Jabon Regular,DEOS1,250,21065,0
