cat1,cat2,cat3,brand,sku_size,product_id,producto_estrella
PC,PIEL2,Jabon Regular,DEOS1,220,20802,0
PC,PIEL2,Jabon Antibacterial,DEOS1,400,20950,0
PC,PIEL2,Jabon Regular,DEOS1,375,20106,0
PC,PIEL2,Jabon Regular,DEOS1,125,20140,0
PC,PIEL2,Jabon Regular,DEOS1,180,20692,0
PC,PIEL2,Jabon Regular,DEOS1,375,20081,0
PC,PIEL2,Jabon Regular,DEOS1,125,20125,0
PC,DEOS,Aero,DEOS1,110,20966,0
PC,DEOS,Aero,DEOS1,90,20235,0
PC,DEOS,Aero,DEOS1,90,20694,0
PC,DEOS,NoAero,DEOS1,50,20810,0
PC,DEOS,NoAero,DEOS1,50,21058,0
PC,DEOS,NoAero,DEOS1,50,21096,0
PC,DEOS,NoAero,DEOS1,50,21129,0
PC,PIEL2,Antibacterial,DEOS1,90,21197,0
PC,DEOS,Pies Talco,DEOS1,200,20337,0
PC,DEOS,Aero,DEOS1,110,20859,0
PC,DEOS,Aero,DEOS1,90,20362,0
PC,DEOS,Aero,DEOS1,90,20608,0
PC,DEOS,Aero,DEOS1,55,21090,0
PC,DEOS,Aero,DEOS1,90,20316,0
PC,DEOS,NoAero,DEOS1,50,21050,0
PC,DEOS,NoAero,DEOS1,50,20961,0
PC,DEOS,NoAero,DEOS1,50,20672,0
FOODS,ADEREZOS,Mayonesa,DEOS1,120,20270,0
FOODS,ADEREZOS,Ketchup,DEOS1,240,20299,0
FOODS,ADEREZOS,Mayonesa,DEOS1,250,20161,0
FOODS,ADEREZOS,Mayonesa,DEOS1,475,20107,0
FOODS,ADEREZOS,Mayonesa,DEOS1,1000,20175,0
FOODS,ADEREZOS,Mayonesa,DEOS1,340,20506,0
FOODS,ADEREZOS,Mostaza,DEOS1,240,20328,0
FOODS,ADEREZOS,Salsa Golf,DEOS1,240,20471,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,180,21154,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,180,21146,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,275,20884,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,220,20684,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,370,20250,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,240,20023,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,60,20100,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,500,20078,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,200,20211,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,180,21144,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,250,20668,0
FOODS,ADEREZOS,Mostaza,MOSTAZA1,200,20375,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20403,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,300,20436,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20306,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20348,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20603,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20537,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20633,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20822,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20746,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20795,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20324,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20291,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,300,20364,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,21127,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,21103,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,21123,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20188,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,300,20155,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20193,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20215,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20634,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,930,21186,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20184,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20643,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20540,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20527,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20553,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20251,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20284,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20269,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,300,20167,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20707,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,10,20282,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20187,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,300,20145,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20198,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,10,20303,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20467,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20420,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20446,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20492,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20511,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20461,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20528,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20516,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20499,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,10,20450,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20292,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20226,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20252,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,200,20338,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,350,20327,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,650,20383,0
PC,CABELLO,POST WASH,SHAMPOO3,300,20841,0
PC,CABELLO,POST WASH,SHAMPOO3,300,20640,0
PC,CABELLO,POST WASH,SHAMPOO3,300,21009,0
PC,CABELLO,POST WASH,SHAMPOO3,300,20655,0
PC,CABELLO,POST WASH,SHAMPOO3,300,20787,0
PC,CABELLO,POST WASH,SHAMPOO3,135,21007,0
PC,CABELLO,POST WASH,SHAMPOO3,300,20353,0
PC,CABELLO,POST WASH,SHAMPOO3,300,21117,0
PC,CABELLO,POST WASH,SHAMPOO3,400,21002,0
PC,CABELLO,POST WASH,SHAMPOO3,300,21137,0
PC,CABELLO,POST WASH,SHAMPOO3,300,21150,0
PC,CABELLO,POST WASH,SHAMPOO3,300,21108,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20387,0
PC,CABELLO,SHAMPOO,SHAMPOO3,300,20437,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20297,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20344,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20575,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20525,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20577,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20754,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20659,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20623,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20301,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20230,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20295,0
PC,CABELLO,SHAMPOO,SHAMPOO3,300,20389,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20225,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,21187,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,21141,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,21136,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20356,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20176,0
PC,CABELLO,SHAMPOO,SHAMPOO3,300,20157,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20177,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20208,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20616,0
PC,CABELLO,SHAMPOO,SHAMPOO3,10,20310,0
PC,CABELLO,SHAMPOO,SHAMPOO3,930,21183,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20182,0
PC,CABELLO,SHAMPOO,SHAMPOO3,300,20153,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20181,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20200,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20613,0
PC,CABELLO,SHAMPOO,SHAMPOO3,10,20314,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20462,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20448,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20425,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20523,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20495,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20559,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20268,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20238,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20277,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20504,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20441,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20489,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20475,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20423,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20430,0
PC,CABELLO,SHAMPOO,SHAMPOO3,300,20179,0
PC,CABELLO,SHAMPOO,SHAMPOO3,10,20483,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20273,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20220,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20241,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20717,0
PC,CABELLO,SHAMPOO,SHAMPOO3,200,20336,0
PC,CABELLO,SHAMPOO,SHAMPOO3,350,20329,0
PC,CABELLO,SHAMPOO,SHAMPOO3,650,20385,0
PC,CABELLO,POST WASH,SHAMPOO3,150,21213,0
PC,CABELLO,POST WASH,SHAMPOO3,150,21198,0
PC,CABELLO,POST WASH,SHAMPOO3,150,21210,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,170,21093,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,170,21105,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,170,21102,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO3,170,21086,0
PC,DEOS,Aero,SKIN1,150,21245,0
PC,DEOS,Aero,SKIN1,150,21233,0
PC,PIEL1,Desmaquillante,SKIN1,200,21142,0
PC,PIEL1,Limpieza,SKIN1,150,21209,0
PC,PIEL1,Limpieza,SKIN1,150,21191,0
PC,PIEL1,Limpieza,SKIN1,25,21226,0
PC,PIEL1,Limpieza,SKIN1,25,21229,0
HC,ROPA LAVADO,Liquido,ARIEL,1000,20919,0
HC,ROPA LAVADO,Liquido,ARIEL,450,20635,0
HC,ROPA LAVADO,Liquido,ARIEL,800,20682,0
HC,ROPA LAVADO,Liquido,ARIEL,800,20378,0
HC,ROPA LAVADO,Liquido,ARIEL,3000,20135,0
HC,ROPA LAVADO,Liquido,ARIEL,800,20611,0
HC,ROPA LAVADO,Liquido,ARIEL,3000,20102,0
HC,ROPA LAVADO,Liquido,ARIEL,3000,20001,1
HC,ROPA LAVADO,Liquido,ARIEL,800,20045,0
HC,ROPA LAVADO,Liquido,ARIEL,400,20261,0
HC,ROPA LAVADO,Liquido,ARIEL,1400,20150,0
HC,ROPA LAVADO,Polvo,ARIEL,5000,20036,0
HC,ROPA LAVADO,Polvo,ARIEL,800,20472,0
HC,ROPA LAVADO,Polvo,ARIEL,800,20363,0
HC,ROPA LAVADO,Liquido,ARIEL,500,20753,0
HC,PROFESIONAL,INDUSTRIAL,ARIEL,5000,20515,0
HC,ROPA LAVADO,Liquido,ARIEL,4000,20370,0
HC,ROPA LAVADO,Liquido,ARIEL,1500,20098,0
HC,ROPA LAVADO,Liquido,ARIEL,500,20897,0
HC,ROPA LAVADO,Liquido,ARIEL,1000,20780,0
HC,ROPA LAVADO,Liquido,ARIEL,1000,20413,0
HC,ROPA LAVADO,Liquido,ARIEL,800,20427,0
HC,PROFESIONAL,INDUSTRIAL,ARIEL,2000,21211,0
HC,ROPA LAVADO,Liquido,ARIEL,1000,20805,0
HC,ROPA LAVADO,Liquido,ARIEL,800,20445,0
HC,PROFESIONAL,INDUSTRIAL,ARIEL,7500,20895,0
HC,PROFESIONAL,INDUSTRIAL,ARIEL,4500,20958,0
HC,ROPA LAVADO,Polvo,ARIEL,1500,20147,0
HC,ROPA LAVADO,Polvo,ARIEL,400,20195,0
HC,ROPA LAVADO,Polvo,ARIEL,800,20060,0
HC,ROPA LAVADO,Polvo,ARIEL,3000,20034,0
HC,PROFESIONAL,INDUSTRIAL,ARIEL,10000,20191,0
HC,ROPA LAVADO,Polvo,ARIEL,475,20691,0
HC,ROPA LAVADO,Polvo,ARIEL,3000,20626,0
HC,ROPA LAVADO,Polvo,ARIEL,600,20279,0
HC,ROPA LAVADO,Polvo,ARIEL,2500,20204,0
HC,ROPA LAVADO,Polvo,ARIEL,900,20557,0
HC,ROPA LAVADO,Polvo,ARIEL,475,20649,0
HC,ROPA LAVADO,Polvo,ARIEL,3000,20468,0
HC,ROPA LAVADO,Polvo,ARIEL,1800,20562,0
PC,PIEL1,CUIDADO ESPECIAL,LANCOME,350,21085,0
PC,PIEL1,CREMA,LANCOME,200,21235,0
PC,PIEL1,CREMA,LANCOME,200,21205,0
PC,PIEL1,CREMA,LANCOME,400,21138,0
PC,PIEL1,CREMA,LANCOME,350,20538,0
PC,PIEL1,CREMA,LANCOME,530,20463,0
PC,PIEL1,CREMA,LANCOME,350,20661,0
PC,PIEL1,CREMA,LANCOME,530,20570,0
PC,PIEL1,CREMA,LANCOME,350,20693,0
PC,PIEL1,CREMA,LANCOME,530,20594,0
PC,PIEL1,CREMA,LANCOME,530,20708,0
PC,PIEL1,CREMA,LANCOME,400,21221,0
PC,PIEL1,CREMA,LANCOME,400,21236,0
PC,PIEL1,CREMA,LANCOME,350,20714,0
PC,PIEL1,CREMA,LANCOME,530,20549,0
PC,PIEL1,CREMA,LANCOME,200,21231,0
PC,PIEL1,CREMA,LANCOME,400,21132,0
PC,PIEL1,CREMA,LANCOME,350,20922,0
PC,PIEL1,CREMA,LANCOME,530,20786,0
PC,PIEL1,CREMA,LANCOME,400,21204,0
PC,PIEL1,CUIDADO ESPECIAL,LANCOME,170,21157,0
PC,PIEL1,CUIDADO ESPECIAL,LANCOME,170,21133,0
PC,PIEL1,CUIDADO ESPECIAL,LANCOME,32,21266,0
PC,PIEL1,CUIDADO ESPECIAL,LANCOME,32,21265,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20257,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20154,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,21072,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,300,20648,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20059,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20094,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20223,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,21012,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20080,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,350,20551,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20159,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20061,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,300,20630,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO2,930,20170,0
PC,DEOS,Aero,SHAMPOO2,150,20873,0
PC,DEOS,Aero,SHAMPOO2,150,20930,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20214,0
PC,PIEL2,Jabon Barra,SHAMPOO2,125,20405,0
PC,PIEL2,Jabon Barra,SHAMPOO2,125,20476,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20355,0
PC,PIEL2,Jabon Barra,SHAMPOO2,125,20431,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20248,0
PC,PIEL2,Jabon Barra,SHAMPOO2,125,20521,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20414,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20531,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20393,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20591,0
PC,PIEL2,Jabon Barra,SHAMPOO2,125,20526,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20458,0
PC,PIEL2,Jabon Barra,SHAMPOO2,270,20287,0
PC,PIEL2,Jabon Barra,SHAMPOO2,125,20457,0
PC,CABELLO,Niños,SHAMPOO2,350,20927,0
PC,CABELLO,Niños,SHAMPOO2,350,20497,0
PC,CABELLO,Niños,SHAMPOO2,200,20980,0
PC,CABELLO,Niños,SHAMPOO2,350,20625,0
PC,CABELLO,Niños,SHAMPOO2,350,20465,0
PC,DEOS,Aero,SHAMPOO2,150,20951,0
PC,DEOS,Aero,SHAMPOO2,150,20945,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20213,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20131,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,21053,0
PC,CABELLO,SHAMPOO,SHAMPOO2,300,20607,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20044,0
PC,CABELLO,SHAMPOO,SHAMPOO2,350,20464,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20075,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20199,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,21025,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20054,0
PC,CABELLO,SHAMPOO,SHAMPOO2,350,20502,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20130,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20047,0
PC,CABELLO,SHAMPOO,SHAMPOO2,300,20587,0
PC,CABELLO,SHAMPOO,SHAMPOO2,930,20143,0
HC,VAJILLA,Opaco,Importado,1000,20196,0
HC,VAJILLA,Opaco,Importado,1000,20388,0
HC,VAJILLA,Cristalino,Importado,500,20524,0
HC,VAJILLA,Cristalino,Importado,1000,20311,0
HC,VAJILLA,Cristalino,Importado,16,20652,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,400,20474,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,750,20480,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,400,20872,0
PC,CABELLO,DETOX,SHAMPOO1,400,20578,0
PC,CABELLO,DETOX,SHAMPOO1,750,20532,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,400,20438,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,750,20443,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,200,20677,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,400,20381,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,750,20372,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,200,20602,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,400,20722,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,750,20726,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,750,21059,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,200,20669,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,200,20794,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,400,20589,0
PC,CABELLO,ACONDICIONADOR,SHAMPOO1,200,20771,0
PC,CABELLO,POST WASH,SHAMPOO1,200,21077,0
PC,CABELLO,POST WASH,SHAMPOO1,200,21063,0
PC,CABELLO,POST WASH,SHAMPOO1,400,21162,0
PC,CABELLO,POST WASH,SHAMPOO1,200,21076,0
PC,CABELLO,POST WASH,SHAMPOO1,200,20960,0
PC,CABELLO,POST WASH,SHAMPOO1,400,20931,0
PC,CABELLO,POST WASH,SHAMPOO1,400,20989,0
PC,CABELLO,POST WASH,SHAMPOO1,400,20903,0
PC,CABELLO,POST WASH,SHAMPOO1,400,20850,0
PC,CABELLO,POST WASH,SHAMPOO1,200,21219,0
PC,CABELLO,POST WASH,SHAMPOO1,100,21124,0
PC,CABELLO,SHAMPOO,SHAMPOO1,200,20790,0
PC,CABELLO,SHAMPOO,SHAMPOO1,400,20544,0
PC,CABELLO,SHAMPOO,SHAMPOO1,400,20851,0
PC,CABELLO,SHAMPOO,SHAMPOO1,200,20743,0
PC,CABELLO,SHAMPOO,SHAMPOO1,400,20514,0
PC,CABELLO,SHAMPOO,SHAMPOO1,750,20466,0
PC,CABELLO,POST WASH,SHAMPOO1,750,20404,0
PC,CABELLO,POST WASH,SHAMPOO1,400,20380,0
PC,CABELLO,POST WASH,SHAMPOO1,200,20629,0
PC,CABELLO,SHAMPOO,SHAMPOO1,200,20572,0
PC,CABELLO,SHAMPOO,SHAMPOO1,400,20352,0
PC,CABELLO,SHAMPOO,SHAMPOO1,750,20346,0
PC,CABELLO,SHAMPOO,SHAMPOO1,400,20716,0
PC,CABELLO,SHAMPOO,SHAMPOO1,750,20736,0
PC,CABELLO,SHAMPOO,SHAMPOO1,750,21148,0
PC,CABELLO,SHAMPOO,SHAMPOO1,200,20632,0
PC,CABELLO,SHAMPOO,SHAMPOO1,400,20433,0
PC,CABELLO,SHAMPOO,SHAMPOO1,750,20456,0
PC,CABELLO,POST WASH,SHAMPOO1,300,21174,0
PC,CABELLO,POST WASH,SHAMPOO1,420,21083,0
PC,CABELLO,POST WASH,SHAMPOO1,150,21282,0
HC,PROFESIONAL,LAVAVAJILLA ULTRA,INDUSTRIAL,5000,21121,0
HC,PROFESIONAL,PISOS,INDUSTRIAL,5000,21101,0
HC,PROFESIONAL,LV ROPA LIQUIDO,INDUSTRIAL,5000,20792,0
HC,PROFESIONAL,LV ROPA POLVO,INDUSTRIAL,10,21000,0
HC,PROFESIONAL,LV ROPA POLVO,INDUSTRIAL,25,20770,0
HC,PROFESIONAL,SUAVIZANTE,INDUSTRIAL,5000,20854,0
HC,HOGAR,Baño,AYUDIN,450,20491,0
HC,HOGAR,Baño,AYUDIN,500,20757,0
HC,HOGAR,TOILETTE,AYUDIN,35,20855,0
HC,HOGAR,TOILETTE,AYUDIN,55,20750,0
HC,HOGAR,TOILETTE,AYUDIN,35,21073,0
HC,HOGAR,TOILETTE,AYUDIN,30,21003,0
HC,HOGAR,TOILETTE,AYUDIN,30,20996,0
HC,HOGAR,TOILETTE,AYUDIN,35,20877,0
HC,HOGAR,TOILETTE,AYUDIN,55,21033,0
HC,HOGAR,Baño,AYUDIN,750,20842,0
HC,HOGAR,LAVANDINA EN GEL,AYUDIN,700,20138,0
HC,HOGAR,LAVANDINA EN GEL,AYUDIN,700,20171,0
HC,HOGAR,LAVANDINA EN GEL,AYUDIN,700,20117,0
HC,HOGAR,TOILETTE,AYUDIN,300,20421,0
HC,HOGAR,TOILETTE,AYUDIN,300,20239,0
HC,HOGAR,LAVANDINA EN GEL,AYUDIN,700,20062,0
HC,HOGAR,TOILETTE,AYUDIN,100,21042,0
HC,HOGAR,TOILETTE,AYUDIN,100,21044,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,1000,20520,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,450,20530,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,1000,20733,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,450,20426,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,1000,20358,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,450,21158,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900,20087,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900,20051,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900,20074,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,4000,20088,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,2000,20243,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,4000,20221,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,3000,20049,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900,20007,1
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,3000,20014,0
HC,PROFESIONAL,SUAVIZANTE,DOWNY,5000,20218,0
HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,800,20012,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI2,12,20556,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI2,2,20565,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI2,12,20240,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI2,6,20285,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI2,2,20259,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI2,12,20142,0
FOODS,SOPAS Y CALDOS,Caldo Cubo,MAGGI2,6,20890,0
